name,studio,theme,tags,source,rating,year,demographic,status,eps,eps_avg_duration_in_min,rated_by
Killing Bites,LIDENFILMS,Gore,"Action, Sci-Fi, Ecchi",Manga,6.57,2018,Seinen,Finished,12.0,24.0,171000
Golden Kamuy 2nd Season,Geno Studio,Historical,"Action, Adventure",Manga,8.23,2018,Seinen,Finished,12.0,23.0,168000
Dragon Crisis!,Studio Deen,School,"Action, Romance, Supernatural",Light novel,6.64,2011,Seinen,Finished,12.0,23.0,165000
Heion Sedai no Idaten-tachi,MAPPA,Mythology,"Adventure, Fantasy",Web manga,7.66,2021,Seinen,Finished,11.0,22.0,159000
Initial D Fourth Stage,A.C.G.T.,Racing,"Action, Drama",Manga,8.15,2004,Seinen,Finished,24.0,27.0,158000
Joukamachi no Dandelion,Production IMS,Super Power,"Comedy, Slice, of, Life",4-koma manga,7.17,2015,Seinen,Finished,12.0,24.0,158000
Freezing Vibration,A.C.G.T.,"Harem, Martial Arts, Military","Action, Drama, Romance, Sci-Fi, Ecchi",Manga,6.74,2013,Seinen,Finished,12.0,23.0,157000
Arakawa Under the Bridge x Bridge,Shaft,Seinen,"Comedy, Romance",Manga,7.72,2010,Seinen,Finished,13.0,23.0,156000
"Inari, Konkon, Koi Iroha.",Production IMS,School,"Comedy, Romance, Supernatural",Manga,7.2,2014,Seinen,Finished,10.0,24.0,154000
Aa! Megami-sama! (TV),AIC,Seinen,"Comedy, Romance, Supernatural",Manga,7.33,2005,Seinen,Finished,24.0,24.0,151000
ACCA: 13-ku Kansatsu-ka,Madhouse,Detective,"Drama, Fantasy, Mystery",Manga,7.67,2017,Seinen,Finished,12.0,24.0,150000
Hanebado!,LIDENFILMS,Seinen,Sports,Manga,6.86,2018,Seinen,Finished,13.0,24.0,148000
Junketsu no Maria,Production I.G,Historical,"Comedy, Fantasy, Romance",Manga,7.12,2015,Seinen,Finished,12.0,24.0,144000
Aoki Hagane no Arpeggio: Ars Nova,SANZIGEN,Seinen,"Action, Sci-Fi",Manga,7.36,2013,Seinen,Finished,12.0,24.0,143000
Sounan Desu ka?,Ezόla,Survival,"Adventure, Comedy",Manga,6.6,2019,Seinen,Finished,12.0,13.0,142000
Brave 10,TMS Entertainment,"Historical, Samurai, Super Power","Action, Adventure",Manga,6.76,2012,Seinen,Finished,12.0,24.0,142000
Konohana Kitan,Lerche,"Anthropomorphic, CGDCT, Iyashikei, Workplace","Fantasy, Girls, Love, Slice, of, Life",Manga,7.51,2017,Seinen,Finished,12.0,23.0,140000
Isuca,Arms,School,"Action, Comedy, Romance, Supernatural, Ecchi",Manga,5.99,2015,Seinen,Finished,10.0,23.0,138000
Astarotte no Omocha!,Diomedéa,"Isekai, Mythology","Comedy, Fantasy, Romance, Ecchi",Manga,6.52,2011,Seinen,Finished,12.0,23.0,137000
Needless,Madhouse,Super Power,"Action, Comedy, Sci-Fi, Ecchi",Manga,7.24,2009,Seinen,Finished,24.0,24.0,137000
Vinland Saga Season 2,MAPPA,Historical,"Action, Adventure, Drama",Manga,7.35,2023,Seinen,Not Aired,13.0,24.0,133000
xxxHOLiC: Kei,Production I.G,Psychological,"Comedy, Drama, Mystery, Supernatural",Manga,8.22,2008,Seinen,Finished,13.0,24.0,133000
Golden Kamuy 3rd Season,Geno Studio,Historical,"Action, Adventure",Manga,8.45,2020,Seinen,Finished,12.0,23.0,133000
Back Street Girls: Gokudolls,J.C.Staff,"Magical Sex Shift, Organized Crime, Workplace","Comedy, Ecchi",Manga,6.94,2018,Seinen,Finished,10.0,24.0,132000
Seikon no Qwaser II,Hoods Entertainment,Super Power,"Action, Supernatural, Ecchi",Manga,6.32,2011,Seinen,Finished,12.0,24.0,129000
Zetman,TMS Entertainment,Seinen,"Action, Drama, Horror, Romance, Sci-Fi, Supernatural",Manga,6.85,2012,Seinen,Finished,13.0,24.0,128000
Nagato Yuki-chan no Shoushitsu,Satelight,School,"Comedy, Romance, Slice, of, Life",Manga,6.72,2015,Seinen,Finished,16.0,24.0,127000
Initial D Fifth Stage,SynergySP,Racing,"Action, Drama",Manga,8.08,2012,Seinen,Finished,14.0,27.0,126000
Denki-gai no Honya-san,Shin-Ei Animation,Workplace,"Comedy, Slice, of, Life",Manga,7.19,2014,Seinen,Finished,12.0,23.0,123000
Urara Meirochou,J.C.Staff,CGDCT,"Comedy, Fantasy, Slice, of, Life",4-koma manga,7.12,2017,Seinen,Finished,12.0,24.0,123000
Udon no Kuni no Kiniro Kemari,LIDENFILMS,"Anthropomorphic, Childcare, Iyashikei","Fantasy, Slice, of, Life",Manga,7.75,2016,Seinen,Finished,12.0,22.0,123000
Hoozuki no Reitetsu,Wit Studio,Mythology,"Comedy, Fantasy, Supernatural",Manga,7.78,2014,Seinen,Finished,13.0,24.0,123000
Hourou Musuko,AIC Classic,School,"Drama, Romance, Slice, of, Life",Manga,7.71,2011,Seinen,Finished,11.0,23.0,122000
High Score Girl II,J.C.Staff,"Love Polygon, Romantic Subtext, School, Video Game",Comedy,Manga,7.98,2019,Seinen,Finished,9.0,23.0,121000
Initial D Final Stage,SynergySP,Racing,None,Manga,8.26,2014,Seinen,Finished,4.0,27.0,120000
Otome Youkai Zakuro,J.C.Staff,"Historical, Military, Mythology","Romance, Supernatural",Manga,7.44,2010,Seinen,Finished,13.0,24.0,116000
Arte,Seven Arcs,"Historical, Visual Arts","Drama, Slice, of, Life",Manga,7.18,2020,Seinen,Finished,12.0,24.0,116000
Kurokami The Animation,Sunrise,"Martial Arts, Super Power",Action,Manga,7.14,2009,Seinen,Finished,23.0,23.0,116000
Coppelion,GoHands,Seinen,"Action, Sci-Fi",Manga,6.47,2013,Seinen,Finished,13.0,24.0,116000
Ao Ashi,Production I.G,Team Sports,Sports,Manga,8.14,2022,Seinen,Airing,24.0,24.0,115000
Piano no Mori (TV),Gaina,"Music, School","Adventure, Comedy, Drama",Manga,7.31,2018,Seinen,Finished,12.0,25.0,114000
Kill Me Baby,J.C.Staff,"Gag Humor, School",Comedy,4-koma manga,6.85,2012,Seinen,Finished,13.0,24.0,113000
Shigurui,Madhouse,"Gore, Historical, Martial Arts, Psychological, Samurai","Action, Drama",Manga,7.38,2007,Seinen,Finished,12.0,23.0,113000
Sidonia no Kishi: Daikyuu Wakusei Seneki,Polygon Pictures,"Mecha, Space","Action, Sci-Fi",Manga,7.74,2015,Seinen,Finished,12.0,24.0,113000
Alice to Zouroku,J.C.Staff,Seinen,"Adventure, Mystery",Manga,7.11,2017,Seinen,Finished,12.0,23.0,112000
Chio-chan no Tsuugakuro,Diomedéa,Seinen,Comedy,Manga,7.45,2018,Seinen,Finished,12.0,23.0,109000
Rec,Shaft,Showbiz,"Comedy, Drama, Romance",Manga,7.29,2006,Seinen,Finished,9.0,13.0,109000
Ueno-san wa Bukiyou,Lesprit,"Romantic Subtext, School",Comedy,Manga,6.58,2019,Seinen,Finished,12.0,12.0,108000
Kingdom 2nd Season,Pierrot,"Historical, Military",Action,Manga,8.34,2013,Seinen,Finished,39.0,25.0,108000
Dansai Bunri no Crime Edge,Studio Gokumi,Survival,"Action, Fantasy, Romance",Manga,6.69,2013,Seinen,Finished,13.0,24.0,106000
Non Non Biyori Nonstop,SILVER LINK.,"CGDCT, Iyashikei","Slice, of, Life",Manga,8.39,2021,Seinen,Finished,12.0,24.0,106000
Ai Yori Aoshi,J.C.Staff,Harem,"Comedy, Drama, Romance, Slice, of, Life",Manga,7.11,2002,Seinen,Finished,24.0,23.0,105000
All Out!!,Madhouse,"School, Team Sports",Sports,Manga,7.05,2016,Seinen,Finished,25.0,24.0,104000
Heppoko Jikken Animation Excel♥Saga,J.C.Staff,"Gag Humor, Parody","Comedy, Sci-Fi",Manga,7.49,1999,Seinen,Finished,26.0,24.0,103000
Rozen Maiden: Träumend,Nomad,Seinen,"Action, Comedy, Drama",Manga,7.62,2005,Seinen,Finished,12.0,24.0,101000
Yuri Kuma Arashi,Lapin Track,"Psychological, School","Drama, Fantasy, Girls, Love",Original,7.05,2015,Seinen,Finished,12.0,24.0,96000
A-Channel,Studio Gokumi,"Iyashikei, School","Comedy, Slice, of, Life",4-koma manga,6.94,2011,Seinen,Finished,12.0,24.0,96000
Ookiku Furikabutte,A-1 Pictures,Team Sports,"Comedy, Sports",Manga,7.9,2007,Seinen,Finished,25.0,25.0,95000
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Madhouse,"Adult Cast, High Stakes Game, Organized Crime, Psychological, Strategy Game",Suspense,Manga,7.93,2005,Seinen,Finished,26.0,23.0,95000
Bungou Stray Dogs 4th Season,Bones,Super Power,"Action, Comedy, Mystery, Supernatural",Manga,7.35,2023,Seinen,Not Aired,13.0,24.0,94000
Lupin III,Tokyo Movie Shinsha,Adult Cast,"Action, Adventure, Comedy, Mystery",Manga,7.64,1971,Seinen,Finished,23.0,25.0,94000
Tsugu Tsugumomo,Zero-G,School,"Action, Comedy, Supernatural, Ecchi",Manga,7.46,2020,Seinen,Finished,12.0,24.0,91000
Pet,Geno Studio,Psychological,"Mystery, Supernatural",Manga,6.45,2020,Seinen,Finished,13.0,23.0,88000
Kuuchuu Buranko,Toei Animation,"Medical, Psychological",Drama,Novel,7.93,2009,Seinen,Finished,11.0,23.0,87000
Terra Formars: Revenge,LIDENFILMS,"Gore, Space, Survival","Action, Drama, Horror, Sci-Fi",Manga,6.67,2016,Seinen,Finished,13.0,24.0,86000
Centaur no Nayami,Haoliners Animation League,School,"Comedy, Fantasy, Slice, of, Life",Manga,6.44,2017,Seinen,Finished,12.0,23.0,86000
Saraiya Goyou,Manglobe,"Adult Cast, Historical, Samurai","Drama, Mystery",Manga,7.79,2010,Seinen,Finished,12.0,23.0,86000
Bamboo Blade,AIC ASTA,"Combat Sports, School","Comedy, Sports",Manga,7.31,2007,Seinen,Finished,26.0,24.0,85000
Uzumaki,Drive,Psychological,"Avant, Garde, Drama, Horror, Romance, Supernatural",Manga,7.35,2023,Seinen,Not Aired,13.0,4.0,84000
Hanamaru Youchien,Gainax,Childcare,"Comedy, Slice, of, Life",Manga,7.28,2010,Seinen,Finished,12.0,24.0,84000
Bartender,Palm Studio,"Iyashikei, Workplace","Drama, Gourmet, Slice, of, Life",Manga,7.35,2006,Seinen,Finished,11.0,23.0,83000
Koi Kaze,A.C.G.T.,Psychological,"Drama, Romance, Slice, of, Life",Manga,7.06,2004,Seinen,Finished,13.0,24.0,81000
Young Black Jack,Tezuka Productions,"Historical, Medical",Drama,Manga,7.22,2015,Seinen,Finished,12.0,24.0,80000
Nami yo Kiitekure,Sunrise,Showbiz,"Comedy, Drama, Romance",Manga,7.35,2020,Seinen,Finished,12.0,24.0,77000
Mahou Shoujo Tokushusen Asuka,LIDENFILMS,Military,"Action, Drama",Manga,6.33,2019,Seinen,Finished,12.0,24.0,77000
Kingdom 3rd Season,Pierrot,"Historical, Military",Action,Manga,8.82,2020,Seinen,Finished,26.0,25.0,76000
Koufuku Graffiti,Shaft,CGDCT,"Comedy, Gourmet, Slice, of, Life",4-koma manga,6.79,2015,Seinen,Finished,12.0,24.0,76000
Ex-Arm,Visual Flight,Seinen,"Action, Sci-Fi",Manga,2.91,2021,Seinen,Finished,12.0,23.0,75000
Hello!! Kiniro Mosaic,Studio Gokumi,"CGDCT, School","Comedy, Slice, of, Life",4-koma manga,7.5,2015,Seinen,Finished,12.0,23.0,75000
Crayon Shin-chan,Shin-Ei Animation,School,"Comedy, Slice, of, Life, Ecchi",Manga,7.75,1992,Seinen,Airing,13.0,21.0,74000
Rozen Maiden (2013),Studio Deen,Seinen,"Action, Comedy, Drama",Manga,7.33,2013,Seinen,Finished,13.0,24.0,74000
Hidamari Sketch,Shaft,"CGDCT, Iyashikei, School, Visual Arts","Comedy, Slice, of, Life",4-koma manga,7.45,2007,Seinen,Finished,12.0,24.0,74000
Nana Maru San Batsu,TMS Entertainment,"School, Strategy Game",None,Manga,6.67,2017,Seinen,Finished,12.0,23.0,73000
Deaimon,Encourage Films,Seinen,"Slice, of, Life",Manga,7.6,2022,Seinen,Finished,12.0,24.0,72000
No Guns Life 2nd Season,Madhouse,Seinen,"Action, Drama, Sci-Fi",Manga,7.06,2020,Seinen,Finished,12.0,23.0,72000
Tsukuyomi: Moon Phase,Shaft,Vampire,"Comedy, Fantasy, Romance",Manga,6.95,2004,Seinen,Finished,25.0,24.0,72000
Kuma Miko,EMT Squared,Seinen,"Comedy, Slice, of, Life",Manga,6.31,2016,Seinen,Finished,12.0,24.0,72000
Shadows House 2nd Season,CloverWorks,Seinen,"Slice, of, Life, Supernatural",Manga,7.94,2022,Seinen,Airing,12.0,23.0,71000
Manyuu Hikenchou,Hoods Entertainment,"Historical, Samurai","Action, Comedy, Ecchi",Manga,6.19,2011,Seinen,Finished,12.0,24.0,71000
Kageki Shoujo!!,Pine Jam,"Performing Arts, School",Drama,Manga,7.77,2021,Seinen,Finished,13.0,24.0,70000
Kamisama Dolls,Brain's Base,Seinen,"Action, Supernatural",Manga,7.01,2011,Seinen,Finished,13.0,24.0,70000
Moyashimon,Shirogumi,"Anthropomorphic, School","Comedy, Gourmet, Supernatural",Manga,7.56,2007,Seinen,Finished,11.0,23.0,69000
Tenchi Souzou Design-bu,Asahi Production,"Gag Humor, Workplace","Comedy, Fantasy, Slice, of, Life",Manga,7.16,2021,Seinen,Finished,12.0,23.0,69000
Giant Killing,Studio Deen,Team Sports,"Drama, Sports",Manga,7.54,2010,Seinen,Finished,26.0,24.0,66000
Kenzen Robo Daimidaler,TNK,Mecha,"Action, Comedy, Ecchi",Manga,6.13,2014,Seinen,Finished,12.0,24.0,65000
Lupin III (2015),Telecom Animation Film,Adult Cast,"Action, Adventure, Comedy, Mystery",Manga,7.9,2015,Seinen,Finished,24.0,25.0,65000
Maison Ikkoku,Studio Deen,Adult Cast,"Comedy, Drama, Romance, Slice, of, Life",Manga,8.2,1986,Seinen,Finished,96.0,25.0,64000
Dance Dance Danseur,MAPPA,Performing Arts,Drama,Manga,7.92,2022,Seinen,Finished,11.0,23.0,64000
Aa! Megami-sama!: Sorezore no Tsubasa,AIC,Seinen,"Comedy, Romance, Supernatural",Manga,7.55,2006,Seinen,Finished,22.0,24.0,63000
Sumomomo Momomo: Chijou Saikyou no Yome,Studio Hibari,Martial Arts,"Action, Comedy, Romance",Manga,6.86,2006,Seinen,Finished,22.0,24.0,63000
Chi's Sweet Home,Madhouse,Pets,"Comedy, Slice, of, Life",Manga,7.68,2008,Seinen,Finished,104.0,3.0,61000
Tatakau Shisho: The Book of Bantorra,David Production,Super Power,"Action, Fantasy",Light novel,7.21,2009,Seinen,Finished,27.0,24.0,61000
30-sai no Hoken Taiiku,Gathering,Parody,"Romance, Ecchi",Book,6.65,2011,Seinen,Finished,12.0,13.0,60000
Bakuon!!,TMS Entertainment,CGDCT,"Comedy, Slice, of, Life",Manga,6.48,2016,Seinen,Finished,12.0,23.0,59000
Mouryou no Hako,Madhouse,Psychological,"Mystery, Supernatural, Suspense",Novel,7.16,2008,Seinen,Finished,13.0,23.0,59000
Hakumei to Mikochi,Lerche,Iyashikei,"Fantasy, Slice, of, Life",Manga,7.68,2018,Seinen,Finished,12.0,23.0,59000
Soredemo Machi wa Mawatteiru,Shaft,Seinen,"Comedy, Slice, of, Life",Manga,7.44,2010,Seinen,Finished,12.0,24.0,58000
Lupin the Third: Mine Fujiko to Iu Onna,TMS Entertainment,"Adult Cast, Samurai","Action, Adventure, Comedy, Ecchi",Manga,7.77,2012,Seinen,Finished,13.0,22.0,58000
Re-Kan!,Pierrot Plus,School,"Comedy, Supernatural",4-koma manga,6.76,2015,Seinen,Finished,13.0,24.0,58000
Ai Yori Aoshi: Enishi,J.C.Staff,Harem,"Comedy, Drama, Romance, Slice, of, Life",Manga,7.13,2003,Seinen,Finished,12.0,23.0,56000
Le Chevalier D'Eon,Production I.G,Historical,"Mystery, Supernatural",Original,7.2,2006,Seinen,Finished,24.0,25.0,56000
Ikoku Meiro no Croisée The Animation,Satelight,"Historical, Iyashikei","Slice, of, Life",Manga,7.42,2011,Seinen,Finished,12.0,23.0,56000
Houkago Teibou Nisshi,Doga Kobo,"CGDCT, Iyashikei, School","Comedy, Slice, of, Life, Sports",Manga,7.41,2020,Seinen,Finished,12.0,23.0,55000
Gingitsune,Diomedéa,Seinen,"Slice, of, Life, Supernatural",Manga,7.17,2013,Seinen,Finished,12.0,24.0,55000
Shuffle! Memories,asread.,"Harem, School","Comedy, Drama, Fantasy, Romance, Ecchi",Visual novel,6.53,2007,Seinen,Finished,12.0,24.0,53000
Ginga Kikoutai Majestic Prince,Doga Kobo,"Mecha, School, Space","Action, Sci-Fi",Manga,7.34,2013,Seinen,Finished,24.0,23.0,53000
Eikoku Koi Monogatari Emma,Pierrot,Historical,"Drama, Romance, Slice, of, Life",Manga,7.63,2005,Seinen,Finished,12.0,25.0,53000
Recorder to Randoseru Do♪,Seven,School,"Comedy, Slice, of, Life",4-koma manga,6.65,2012,Seinen,Finished,13.0,3.0,52000
Oruchuban Ebichu,Gainax,Gag Humor,"Comedy, Ecchi",Manga,7.38,1999,Seinen,Finished,24.0,8.0,48000
Chu-Bra!!,Zexcs,School,"Comedy, Ecchi",Manga,6.2,2010,Seinen,Finished,12.0,24.0,46000
Piano no Mori (TV) 2nd Season,Gaina,"Music, School","Comedy, Drama",Manga,7.41,2019,Seinen,Finished,12.0,25.0,45000
Hakozume: Kouban Joshi no Gyakushuu,Madhouse,"Adult Cast, Detective, Workplace","Comedy, Slice, of, Life",Manga,7.18,2022,Seinen,Finished,13.0,23.0,44000
Futsuu no Joshikousei ga [Locodol] Yattemita.,feel.,Seinen,"Comedy, Slice, of, Life",4-koma manga,6.88,2014,Seinen,Finished,12.0,24.0,44000
Tokkou,AIC Spirits,Detective,"Action, Comedy, Horror, Mystery, Supernatural",Manga,6.54,2006,Seinen,Finished,13.0,24.0,44000
Hoozuki no Reitetsu 2nd Season,Studio Deen,Mythology,"Comedy, Fantasy, Supernatural",Manga,7.88,2017,Seinen,Finished,13.0,23.0,43000
HenSemi (TV),Xebec,Seinen,"Comedy, Ecchi",Manga,6.51,2011,Seinen,Finished,13.0,12.0,43000
Ookiku Furikabutte: Natsu no Taikai-hen,A-1 Pictures,Team Sports,"Comedy, Sports",Manga,7.99,2010,Seinen,Finished,13.0,24.0,42000
Sora no Manimani,Studio Comet,School,"Comedy, Romance, Slice, of, Life",Manga,7.06,2009,Seinen,Finished,12.0,23.0,41000
Kuutei Dragons,Polygon Pictures,Seinen,"Adventure, Fantasy",Manga,6.99,2020,Seinen,Finished,12.0,23.0,40000
Military!,Creators in Pack,Military,"Comedy, Slice, of, Life, Ecchi",4-koma manga,5.79,2015,Seinen,Finished,12.0,3.0,40000
Lupin III: Part 5,Telecom Animation Film,Adult Cast,"Action, Adventure, Comedy, Mystery",Manga,8.14,2018,Seinen,Finished,24.0,22.0,40000
Golgo 13 (TV),The Answer Studio,Adult Cast,"Action, Adventure, Drama, Suspense",Manga,7.52,2008,Seinen,Finished,50.0,24.0,39000
Hoshi no Samidare,NAZ,Psychological,"Action, Adventure, Comedy, Drama",Manga,5.54,2022,Seinen,Airing,24.0,24.0,38000
Wakako-zake,Office DCI,Seinen,"Gourmet, Slice, of, Life",Manga,6.63,2015,Seinen,Finished,12.0,2.0,38000
Onihei,Studio M2,Historical,None,Novel,7.3,2017,Seinen,Finished,13.0,23.0,38000
Oshi ga Budoukan Ittekuretara Shinu,8bit,"Idols (Female), Music, Otaku Culture","Comedy, Girls, Love, Slice, of, Life",Manga,7.43,2020,Seinen,Finished,12.0,24.0,38000
Chuukan Kanriroku Tonegawa,Madhouse,"Adult Cast, Parody, Psychological","Comedy, Drama",Manga,7.17,2018,Seinen,Finished,24.0,23.0,38000
Kingdom 4th Season,Pierrot,"Historical, Military",Action,Manga,8.8,2022,Seinen,Airing,26.0,24.0,37000
Wangan Midnight,A.C.G.T.,Racing,Action,Manga,7.47,2007,Seinen,Finished,26.0,25.0,37000
Air Master,Toei Animation,Martial Arts,"Action, Comedy",Manga,6.98,2003,Seinen,Finished,27.0,24.0,36000
Alice or Alice,EMT Squared,Seinen,"Slice, of, Life",4-koma manga,5.35,2018,Seinen,Finished,12.0,3.0,35000
Fuuto Tantei,Studio Kai,Detective,"Action, Mystery, Supernatural",Manga,7.66,2022,Seinen,Airing,12.0,25.0,35000
Kyou no 5 no 2 (TV),Xebec,School,"Comedy, Ecchi",Manga,7.2,2008,Seinen,Finished,13.0,23.0,34000
Uchuu Kaizoku Captain Herlock,Toei Animation,Space,"Action, Adventure, Drama, Sci-Fi",Manga,7.69,1978,Seinen,Finished,42.0,25.0,34000
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Planet,Seinen,"Drama, Suspense",Manga,6.0,2003,Seinen,Finished,13.0,24.0,33000
Golden Kamuy 4th Season,Brain's Base,Historical,"Action, Adventure",Manga,7.35,2022,Seinen,Not Aired,13.0,24.0,33000
One Punch Man 3,Unknown,"Parody, Super Power","Action, Comedy",Manga,7.35,2023,Seinen,Not Aired,13.0,24.0,33000
Lupin III: Part II,Tokyo Movie Shinsha,Adult Cast,"Action, Adventure, Comedy, Mystery",Manga,7.78,1977,Seinen,Finished,155.0,25.0,31000
Hidamari Sketch x 365,Shaft,"CGDCT, Iyashikei, School, Visual Arts","Comedy, Slice, of, Life",4-koma manga,7.82,2008,Seinen,Finished,13.0,24.0,30000
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,LMD,School,"Comedy, Girls, Love, Ecchi",Manga,6.16,2012,Seinen,Finished,12.0,6.0,30000
Atom: The Beginning,OLM,Mecha,"Action, Sci-Fi",Manga,6.82,2017,Seinen,Finished,12.0,25.0,30000
Rokuhou-dou Yotsuiro Biyori,Zexcs,"Iyashikei, Workplace","Gourmet, Slice, of, Life",Manga,7.63,2018,Seinen,Finished,12.0,23.0,29000
Gal to Kyouryuu,Kamikaze Douga,Seinen,"Comedy, Slice, of, Life",Manga,6.45,2020,Seinen,Finished,12.0,11.0,29000
Recorder to Randoseru Re♪,Seven,School,"Comedy, Slice, of, Life",4-koma manga,6.83,2012,Seinen,Finished,13.0,3.0,29000
Taiho Shichau zo (TV),Studio Deen,"Adult Cast, Detective, Workplace","Action, Comedy",Manga,7.54,1996,Seinen,Finished,47.0,24.0,29000
Chi's Sweet Home: Atarashii Ouchi,Madhouse,Pets,"Comedy, Slice, of, Life",Manga,7.71,2009,Seinen,Finished,104.0,3.0,28000
Hoozuki no Reitetsu 2nd Season: Sono Ni,Studio Deen,Mythology,"Comedy, Fantasy, Supernatural",Manga,7.85,2018,Seinen,Finished,13.0,23.0,26000
Hyouge Mono,Bee Train,"Adult Cast, Historical, Samurai, Visual Arts",None,Manga,7.96,2011,Seinen,Finished,39.0,25.0,26000
Hidamari Sketch x ☆☆☆,Shaft,"CGDCT, Iyashikei, School, Visual Arts","Comedy, Slice, of, Life",4-koma manga,7.9,2010,Seinen,Finished,12.0,24.0,26000
Eikoku Koi Monogatari Emma: Molders-hen,Ajia-Do,Historical,"Drama, Romance, Slice, of, Life",Manga,7.83,2007,Seinen,Finished,12.0,25.0,25000
Thermae Romae,DLE,"Historical, Time Travel",Comedy,Manga,6.97,2012,Seinen,Finished,3.0,24.0,25000
Moyashimon Returns,Shirogumi,School,"Comedy, Gourmet, Supernatural",Manga,7.21,2012,Seinen,Finished,11.0,23.0,24000
Master Keaton,Madhouse,"Adult Cast, Historical","Adventure, Drama, Mystery",Manga,7.6,1998,Seinen,Finished,24.0,23.0,24000
Hataraki Man,Gallop,Workplace,"Comedy, Drama, Romance, Slice, of, Life",Manga,7.01,2006,Seinen,Finished,11.0,22.0,24000
Recorder to Randoseru Mi☆,Seven,School,"Comedy, Slice, of, Life",4-koma manga,6.63,2013,Seinen,Finished,12.0,3.0,22000
Hidamari Sketch x Honeycomb,Shaft,"CGDCT, Iyashikei, School, Visual Arts","Comedy, Slice, of, Life",4-koma manga,7.93,2012,Seinen,Finished,12.0,24.0,22000
Tentai Senshi Sunred,AIC ASTA,"Gag Humor, Parody, Super Power",Comedy,Manga,7.76,2008,Seinen,Finished,26.0,13.0,21000
"""Oshi no Ko""",Doga Kobo,"Music, Reincarnation","Drama, Supernatural",Manga,7.35,2023,Seinen,Not Aired,13.0,24.0,21000
The Third: Aoi Hitomi no Shoujo,Xebec,Seinen,"Action, Adventure, Sci-Fi",Light novel,7.32,2006,Seinen,Finished,24.0,23.0,21000
Shin Ikkitousen,Arms,"Martial Arts, Super Power","Action, Ecchi",Manga,5.83,2022,Seinen,Finished,3.0,26.0,20000
Poyopoyo Kansatsu Nikki,Studio Deen,Pets,"Comedy, Slice, of, Life",4-koma manga,7.65,2012,Seinen,Finished,52.0,3.0,20000
Binbou Shimai Monogatari,Toei Animation,Iyashikei,"Comedy, Drama, Slice, of, Life",Manga,6.87,2006,Seinen,Finished,10.0,24.0,20000
Zipang,Studio Deen,"Adult Cast, Historical, Military, Time Travel","Action, Drama, Sci-Fi",Manga,7.49,2004,Seinen,Finished,26.0,24.0,20000
Nekogami Yaoyorozu,AIC PLUS+,CGDCT,"Comedy, Slice, of, Life, Supernatural",Manga,6.63,2011,Seinen,Finished,12.0,23.0,20000
Chitose Get You!!,SILVER LINK.,School,"Comedy, Romance, Slice, of, Life",4-koma manga,6.21,2012,Seinen,Finished,26.0,3.0,20000
Lupin III: Part III,Tokyo Movie Shinsha,Adult Cast,"Action, Adventure, Comedy",Manga,7.31,1984,Seinen,Finished,50.0,24.0,20000
Taishou Yakyuu Musume.,J.C.Staff,"Historical, School, Team Sports","Comedy, Sports",Light novel,7.37,2009,Seinen,Finished,12.0,24.0,20000
009-1,Ishimori Entertainment,Mecha,"Action, Sci-Fi",Manga,6.22,2006,Seinen,Finished,12.0,25.0,20000
Hitohira,XEBEC M2,"Performing Arts, School","Drama, Romance, Slice, of, Life",Manga,6.76,2007,Seinen,Finished,12.0,23.0,19000
GA: Geijutsuka Art Design Class,AIC PLUS+,"CGDCT, School, Visual Arts","Comedy, Slice, of, Life",4-koma manga,7.14,2009,Seinen,Finished,12.0,24.0,19000
Oda Cinnamon Nobunaga,Studio Signpost,"Anthropomorphic, Historical, Pets, Reincarnation","Comedy, Slice, of, Life",Manga,6.58,2020,Seinen,Finished,12.0,23.0,19000
Cestvs: The Roman Fighter,Bandai Namco Pictures,Historical,"Action, Drama",Manga,5.96,2021,Seinen,Finished,11.0,22.0,19000
Lupin III: Part 6,TMS Entertainment,Adult Cast,"Action, Adventure, Comedy, Mystery",Manga,7.18,2021,Seinen,Finished,24.0,23.0,19000
Iketeru Futari,J.C.Staff,School,"Comedy, Romance, Ecchi",Manga,6.57,1999,Seinen,Finished,16.0,8.0,18000
Warau Salesman New,Shin-Ei Animation,Adult Cast,"Comedy, Drama",Manga,6.28,2017,Seinen,Finished,12.0,23.0,18000
"Ore, Tsushima",Fanworks,Pets,"Comedy, Slice, of, Life",Manga,7.0,2021,Seinen,Finished,12.0,1.0,17000
Angel Heart,TMS Entertainment,Seinen,"Action, Drama, Mystery, Romance",Manga,7.27,2005,Seinen,Finished,50.0,23.0,17000
Bessatsu Olympia Kyklos,Gosay Studio,Historical,"Comedy, Slice, of, Life, Sports",Manga,6.97,2020,Seinen,Finished,24.0,5.0,16000
Choukadou Girl ⅙,Studio A-CAT,Seinen,"Comedy, Romance",Manga,5.98,2019,Seinen,Finished,12.0,12.0,16000
Potemayo,J.C.Staff,School,Comedy,4-koma manga,7.29,2007,Seinen,Finished,12.0,24.0,16000
Hanada Shounen-shi,Madhouse,Seinen,"Comedy, Drama, Slice, of, Life, Supernatural",Manga,8.0,2002,Seinen,Finished,25.0,25.0,14000
Kubo-san wa Mob wo Yurusanai,Pine Jam,School,"Comedy, Romance",Manga,7.35,2023,Seinen,Not Aired,13.0,24.0,14000
